Page,User,Rating,Comment,Timestamp
86,Diaz Trirengganis,4.0,"AHA BHA PHA Toner yang lumayan ngangkat sel kulit mati bgt, awal make ini terasa cekit cekit , makin kesini makin worth in my skin hihi . Ngerasa lebih enak aja kulit pas bangun tidur. Blm keliatan hasilnya banget, too much expect kaya review2 toner ini semoga beneran dan cocok jg diaku sampe isi botol ini abisss ✨",2025-05-21 14:49:08
86,Na Tasya,5.0,"toner exfo pertamaku, pertama kali dipakai ada sensasi cekit2 apalagi kalau kulit sedang ada luka kecil wow kerasa sekali tp sebentar aja dan lama2 hilang. kulit jadi glowing dan cerahan",2025-05-21 14:49:08
86,Endah Susilowati,4.5,"Beli ini karna mau nyoba exfoliating yang kandungannya AHA BHA. Karena sebelumnya aku pake exfo toner dg kandungan AHA aja dan nggak ada efek nya, alias komedo ku nggak hilang-hilang huhu. Problem ku masalah clogged pores di pipi & dagu, dan komedo di sekitar hidung. Aman buat semua jenis kulit bahkan kulit sensitif pun bisa pakai ini. Setelah diapply nggak ada cekit-cekit di kulit wajah, dan cepat meresap. Untuk klaimnya yang bisa mengurangi pembentukan komedo harus disertai penggunaan rutin yaa, minimal 2x seminggu.",2025-05-21 14:49:08
86,Cici Aziziah,5.0,"Toner exfo yang paling mantul yang pernah aku coba, cloged pores aku berkurang banget, muka juga jadi sedikit lebih cerah, ga ada rasa cekat cekit sama sekali, mau lanjut botol ke 2, secinta itu sama avoskin🥰🥰",2025-05-21 14:49:09
86,Della Aryani,4.5,"toner exfo favku yg bs menggantikan sbm!! ngehalusin tekstur, ngempesin bruntus dan jerawat, bahkan ngilangin bekasnya juga. love bgt!!! bakal repurchase lagi sih ini!",2025-05-21 14:49:09
87,Dianfe Paran,4.8,"Texturenya watery gel mirip tonernya klairs. Ini simpan didalam kulkas, jadi pas mau dipake rasanya segar bgt diwajah. Ini midl bgt, gak buat iritasi. Pejuang glowing katanya harus coba ini.",2025-05-21 14:49:13
87,Rahma Wati,5.0,"Toner yang membuat aku jatuh cinta karena muka aku lebih sehat banget makai ini , hemat banget juga produk ini padahal sering aku pake , muka aku lebih lembab banget dan brutusan sudah mulai menghilang",2025-05-21 14:49:13
87,Eva Saragiih,5.0,"gilasi bener"" exfoliating toner terbagus yg pernah aku pake!! dari packagingnya kayak toner pd umumnya ya, simple dan ngga ribet, bahkan yg 100 ml jg masi enak buat dibawa traveling. untuk teksturnya cair kayak exfoliating pads umumnya, wanginya hampir ngge kecium. aku pakainya seminggu 2x apply nya pakai kapas, agak terasa cekat cekit di muka tapi ngga bikin iritasi atau gatal. pakai ini selalu malam, paginya muka aku lngsng terasa lebih soft, cinta bgt pokoknya and yess highly recommend this product and definitely will repurchase!!",2025-05-21 14:49:13
87,Annisa Karimatul,4.8,"exfoliating toner yang paling ✨ajaib✨ i've been used this for 3-6 month n it's workss!!. Teksturenya enak langsung nyerep di mukaaa, agak pricey sebenernya tapi worth to buy bangeeet.",2025-05-21 14:49:13
87,Tatap Maduma,4.5,this product is holygrail to be healthy skin. Kulit aku jadi mulus dan bekas jerawat jadi gampang pudar. Menenangkan kulit wajah yang udah cape seharian.,2025-05-21 14:49:13
87,Syndhika Ganiya,5.0,"THIS PRODUCT RLLY IS MIRACULOUS! my sebum production is much much more controlled, rlly2 great for deep cleansing, rlly helped with my big closed comedones! with the help of serum my skin is cc-free",2025-05-21 14:49:13
88,St Sendari,5.0,"aku mau preloved jual rugi aja 130k (100ml) dus lengkap minat please WA 087720552305, aku baru sekali pakai kurleb 7-8 tetes klaim banyak orang ini bagus cuma sayang kulit aku aja yg gak cocok 😥. semoga setelah ini nemuin yg cocok",2025-05-21 14:49:18
88,Nuha Almas,5.0,"i'll not suggest this product for beginner, karena persentase bahan aktifnya tinggi bgt, aku aja pertama kali pake langsung purging 2-3 mingguan gitu, dan pas pake kerasa bgt efek tingling nya dimuka, setelah 2-3 mingguan purging aku baru bisa ngeliat hasilnya, muka jd keliatan bersih bgt dan cepet ngilangin + ngempesin jerawat",2025-05-21 14:49:18
88,Maulinda Zahro,4.3,"Sudah pakai lebih dari 2.5 tahun. Cocok dikulit aku yang normal to dry. Untuk penggunaannya, dipakai tiap malam diikuti dengan hydrating toner. Produk cair bening.",2025-05-21 14:49:18
88,Vevi Yulia,5.0,"tonernya bagusss, bikin kulit besoknya jadi lebih kerasa bersih, recommended deh buat yang lagi cari exfo toner yang ga ada side effectnya, jangan lupa pake sunscreen besok paginya temen temen!!!!",2025-05-21 14:49:18
88,Putrima Arini,4.0,setiap kali pengaplikasian kulit wajah kerasa cekat cekit gituuu. gatau nih apa gara gara ga cocok apa emang keras banget buat kulit aku. tapi terkadang cekat cwkit nya berkurang gitu,2025-05-21 14:49:18
88,Faradinda A,4.5,"ini pertama kalinya pake refining toner. emg agak cekat cekit, ud ga kaget si karna ini exfoliator, ada aha bha pha. tapi diawal aja ko. untuk efektivitas emg bikin muka jd halus&kulit mati pada keangkat si, muka jd ga terlalu berminyak pula",2025-05-21 14:49:18
89,Erlita Sandra,4.5,"exfoliate toner lokal yang kerasa banget clekitnya, dipake di wajah yang nggak ada jerawatnya tetep perih. tapi aku suka sama produk ini karena dipake nggak bikin lengket",2025-05-21 14:49:22
89,Alimah P,3.8,Muka aku termasuk bukan yang udah sering pake peeling solution (AHA/BHA/PHA) gitu ya jadi pas pertama pake toner ini agak tingling tp lama kelamaan hilang. Aku pakenya malem doang dan toner ini kalo dari keefektivannya efektif banget sih ngilangin tekstur dan bikin kulit halus juga cerah. Tapi untuk packaging standar ya kokoh banget tp ga terlalu efisien juga karna masih harus tutup buka botol. Teksturnya cair banget jd kalo buat toner yang harus digunain daily ini kurang ya dari segi value for money nya juga.,2025-05-21 14:49:22
89,Inee Khemika,5.0,"toner exfoliate pertama yang pernah aku coba, bener-bener ngebantu banget muka ku pas lagi banyak beruntusan, pas pemakaian di aku daerah beruntusan bakal kerasa cekat-cekit gitu , but totally worrttthh it❤️❤️ (aku pake seminggu 1-2x)",2025-05-21 14:49:23
89,Erina Cahya,5.0,avoskin miraculous refining toner ini toner exfo yang bagusss bgt buat exfo kulit dan ngilangin bruntusan. dulu nyarinya susah bgtt krn emg sebagus itu,2025-05-21 14:49:23
89,Feng Wanyu,5.0,"Aku nyoba ini awal tahun karena iseng aja, jujur bikin mulus bangett. jgn lupa slalu pake hydrating toner ya sblm make exfoliating toner, trus slalu pakai sunscreen paginya biar ga makin kusam",2025-05-21 14:49:23
89,Mis Independent,3.0,"kurang berpengaruh di aku. setelah pemakaian hampir sebulan, baunya juga kurang enak, dan untuk anti aging juga kurang efektif. mungkin butuh proses dan waktu yang agak lama",2025-05-21 14:49:23
90,Vania Chrestella,5.0,suka banget pake toner ini. gak ada efek yg gimana2..pakai 3x seminggu pas malem hari. bangun pagi kulit jadi halus.... jangan lupa paginya harus pakai sunscreen ya...,2025-05-21 14:49:27
90,Rosa T,4.3,"Pretty good. Saat aku gunakan, ini luamayan bisa mengurangi komedo di sekitar hidung. Namun, ini tidak bisa digunakan setiap hari ya apalagi untuk kulit sensitif sepertiku :(",2025-05-21 14:49:27
90,Zahra Adiba,4.8,"exfoliate toner pertama kali aku, sekalinya nyoba lgsg cocok. bekas jerawat gtu jdi memudar, muka jdi agak mendingan, ga ragu lgi buat repurchase produk ini",2025-05-21 14:49:27
90,Rifka Prajna,4.8,"ini produk termantul banget buat ratain warna kulit, bruntusan, sm nyamarin bemas jerawat. awal kali nyoba ada efek tingling, cekit2 di muka tpi cuman bentar. tpi di pemakaian ke 4 udah mulai keliatan hasilnya, jerawat baru dikompres sm ini toner jdi cepet kering, dan warna kulit jadi agak cerah ga kusam",2025-05-21 14:49:27
90,Ifa Rohmah,4.5,wah ini produk avoskin pertama yang aku coba! karna liat review katanya bagus untuk clogged pores so i tried it. so far aku suka sih karna menyamarkan pori di area T zone dan kao habis ok berasa glowingnya,2025-05-21 14:49:27
90,Heniza Lumbantoruan,4.5,"Ini salah satu exfoliating toner favorite aku karena bener2 bisa menghempaskan segala tekstur di muka aku, pas pake ada sensasi cekit2nya tapi overall good",2025-05-21 14:49:27
91,Christina Ika Octavianti,4.5,Sesuka itu sama formula Avoskin Miraculous Refining Toner! Salah satu exfoliating toner yg gentle dan nggak membuat kulit iritasi! Sudah pakai sekitar hampir 2 bulan dan bekas jerawat slowly mulai memudar. Repurchase of course! ✨,2025-05-21 14:49:32
91,Eryza Ayu,4.8,"mukaku yang beruntusan bener bener jadi alus karna pake product ini!! komedo juga berkurang semenjak pake toner avoskin, reccomended buat yang mau hilangin beruntusan karena bener bener worth to try!",2025-05-21 14:49:32
91,Fitria Widianti,4.8,"produk avoskin series ini emang mantap bgt! sebelumnya jenis muka ku rada cukup gampang jerawatan cuman, karena toner refining avoskin ini jadi lebih jarang jerawatan + halus deh! sebelumnya juga ada problem di whitehead jadinya hidung aku kasar. cuma skrng malah jadi mulus bgt dong. hihihi",2025-05-21 14:49:32
91,Holifah Rizki,3.8,"Pemakaian pertama di aku malah bikin bruntusan tapi sekarang justru malah jadi cocok di kulitku, ini juga dah beli yang kedua kalinya semoga tetep cocok 🤍",2025-05-21 14:49:32
91,Glowup Wimme,5.0,"Ini udah pembelian kedua dan masih sama sih penilaian aku masihhhhh sukaaa sama tonernya. This is my holy grail exfoliating toner, kalau lagi bruntusan apalagi keliatan banget efeknya, dipakein ini aja di pm routine, besok paginya bruntusan ilang, kulit muka mulus, setelah pake tonernya aku ga pernah pake produk yang menghidrasi, kaya hydrating toner atau moisturizer karena di aku jadi kurang efektif hasilnya, tiap habis pake toner ini paginya kulit jadi hypersensitive, baru deh pake produk yang menghirdasi plus sunscrenn yang wajib banget, kalau ngga siap-siap kulit lebih kusam karena kandungan aha nya jadi rusak. Pakenya 2x seminggu udah maksimal, aku pernah pake 3 hari berturut-turut karena suka banget hasil toner nya, sayangnya malah over exfoliate, kulit aku malah nambah jerawat kecil, skincare emang sepersonal itu, so aku make sure coba treatment dan skincare yang ternyaman di kulit muka.",2025-05-21 14:49:32
91,Aliya Ihya,4.0,"Kaget pas dtg barangnya mungil bgtt, dan baru sadar pantes aja mungil soalnya beli yang 20ml karena niatnya emg mau nyoba dulu. Aku pake 2-3 kali seminggu sesuai anjuran, dan pas dipake yg aku rasain sedikit ada rasa cekat cekit, saran buat yang ada luka atau jerawat harus hati2 karena ini toner exfoliate yaak☺ kalo repurchase aku mikir2 lagi deh because aku lagi nyari2 yg gentle biar bisa dipake tiap hari ^^",2025-05-21 14:49:32
92,Widayu Ramadhani,5.0,"Pertama nyoba yg serum dulu.. terus akhirnya nyoba tonernya jg. Ketika 2 holy grail produk ini disatukan, hasilnya luar biasa!!! Membuat pori2 samar, muka jd lebih bersih gak ada komedo lg",2025-05-21 14:49:36
92,Safira Ayunil,4.0,"berharap bgt sm toner ini tp ternyata diaku sepertinya ga cocok:( jd timbul jerawat kecil2 gitu, jadinya aku jual aja masih beberapa kali pemakaian, masih sisa 87% an, aku jual 100k aja, klo mau wa aja 085748939434 loc surabaya",2025-05-21 14:49:36
92,Fadilah Azizah,4.5,"bikin komedo jarang muncul lagi, trs pori2 juga mengecil. pokoknya klo udah rajin pake produk ini bakal jarang kerawatan. tp agak cekit2 dikitt bgt pas pertama kali pake, tp abis itu engga",2025-05-21 14:49:36
92,Dilla Paramitha,5.0,2 minggu pertama aku pake purging parah tapi karna aku salah makenya setiap hari. Aku stop dulu pemakaian sekitar sebulan terus aku pke lagi dannnn super jatuh cinta sama product ini. My holy grail!,2025-05-21 14:49:37
92,Ratna Kartikasari,5.0,"setelah mencoba Avoskin Miraculous Refining Toner hasilnya wajah terlihat lebih cerah, kulit wajah jadi lebih lembab dan lembut dan jerawat kecil dan bruntusan yang muncul cepat sembuh dan mengering.. packagingnya simpel, nggak terkesan ringkih kalau dipegang tapi tetap kelihatan 'mahal'.",2025-05-21 14:49:37
92,Adinda Siregar,4.0,Exfoliatinf toner yang paling bagus dikulit aku meskipun ada tingkling sensationnya tp ngebantu buat bruntusan aku juga komedo berkurang klo pake ini biasanya aku pake kapas silcot,2025-05-21 14:49:37
93,Al Zka,4.3,"tadinya tekstur mukaku keliatan banget, terus pas pake exvo pertama kali mulai keliatan agak beda lebih kecil pori pori aku dan muka agak keliatan sedikit cerah",2025-05-21 14:49:41
93,Citra Meyliawan,5.0,"nyobain dlu ternyata sekecil itu 20ml, alhamdulillah ga bikin break out sama sekali. sekali pake kulit lgsg glowingan paginya. bakal pakai lg mingdep, biar kulitnya ga kaget hehe. sukaa bgt. btw, harga nya kena kantong bgt buat pengangguran yg ingin tetap glowing 😁",2025-05-21 14:49:41
93,Daffa Rambe,4.5,Suka banget sama toner ini udah beli berkali kali bikin wajah glowing dan ga jerawatan sama sekali. Untuk kulit aku yg sensitive aman aman aja dipke di wajah.,2025-05-21 14:49:41
93,Munich Descahya,1.5,"Worst product that i ever try. tiap abis pakai ini selalu muncul jerawat batu gede2 merah2 mana lama banget lagi sembuhnya. fyi, aku selalu pakai hydrating produk setelah pakai mrt ini dan paginya selalu pakai ss yaaa.. padahal review orang2 pada bagus bagus bangett, balik lagi deh ke efxo toner yg biasa.",2025-05-21 14:49:41
93,Zahira Nisriani,5.0,"Dari semua exfo toner yang pernah dicoba, ini paling ampuh. Beneran exfo toner..biasanya abis pake ini 1 kali seminggu langsung ditimpa sama phte avoskin makin nampol deh besoknya kulit alus bersih..jerawat kecil juga hempas sih kalo diliat liat pas pake ini",2025-05-21 14:49:41
93,Asri Maqrizal,4.8,"suka sekali dengan produk yang satu ini ... packaging sangat bagus ..harga sesuai kualitas ................,..........................................",2025-05-21 14:49:41
94,Nadya Istighfariani,4.3,"Seminggu aku selalu pake toner ini 2 kali, awal pake tuh langsung jerawatan dibagian pipi (yang biasa kena jerawat) itu artinya toner ini bekerja dengan baik. Setelah 5 bulan pemakaian kulitku malah halus banget dan sekarang isi dari toner ini juga masih banya alias gak abis-abis. I highly recommend it to you!",2025-05-21 14:49:45
94,Yustica Chandra,5.0,"Setelah sekian lama nyobain toner banyak produk akhirnya nemu refining tonernya avoskin. Seneng banget dong. Wajah kusam noda hitam di wajahku hempas setelah pemakaian kurang lebih 3 bulan. Walaupun lama but it works on me 👌Awal pemakaian tuh rasanya biasa aja, ga ada efek tingling sama sekali di muka aku. Malemnya aku aplikasiin pake kapas, paginya wajah glowing dan lembab. Nampol banget dehh refining toner avoskin😍 repurchase? Yess walaupun lumayan mehong ya sist",2025-05-21 14:49:45
94,Afnilul Lisa,5.0,"Salah satu toner exfoliasi yang ga bikin kulit jadi makin kering, aku suka si. Pemakaian rutin 2-3 kali seminggu bener bener kelihatan hasilnya, pori pori mengecil, komedo ga ada padahal biasanya banyak bgt sampe make up kek ga nempel gitu, matengin jerawat juga, menyamarkan noda hitam, di aku yang kulit nya emang agak sensitive ada sedikit rasa tingling si emang tapi its no problem for me aku ga terlalu terganggu karena juga bisa nahan. Tekstur nya cair kek air, nyerap ke kulit nya standar menurut aku, ga terlalu cepet ga terlalu juga lama. Ada sedikit, sedikit bgt bau dan ngga ngganggu. Ovelall suka si sama si Miraculous Refining Toner Avoskin ini, hasilnya bener kelihatan. Emang agak mahal bagiku, tapi worth to buy.",2025-05-21 14:49:46
94,Nadya Natalia,4.8,"guys sumpah akutu nyesel kenapa beli yang kecil sih :’) jadi ini first time aku cobain avoskin exfoliating toner. 3 minggu belakangan ini muka aku kering parah kek bersisik trus muncul kemerahan gitu di pipi, dagu bertekstur parah dan gatel bgt juga, muncul fungal acne juga guys betapa sedihnya gara2 berenti pake krim dokter. dan aku beralih ke skincare biasa aja deh mulai dari toner serum dari pyunkangyul dan avoskin hyacross. trus muka breakout parah nah akhirnya aku coba buat pake exfoliating toner ini dan hasilnya bener” kaget bgt loh aku baru 2 malem pake ini dan pas bangun tidur tuh muka kinclong parah, cerah, tekstur muka udah mulai merata. BAYANGIN BARU 2 HARI :’) kenapa sih ga dari dulu aja aku beli ini!!! kalo untuk packaging sih ya okelah tp aga susah keluarnya",2025-05-21 14:49:46
94,Sas Mithadewi,5.0,"gatau udh botol ke berapa, sangking luv nyaa, toner exfo yg bikin ttp lembab. kalau awal pakai2 emg cekit2 yg gak lebay sejauh ini suka bgt, andai botol2 nya bsa dikembaliin, akan saya kembaliin, byk bgt drmh wkwkwk",2025-05-21 14:49:46
94,Nur Aeni,4.8,for the first time & my first impression nyoba toner ini pas lagi bruntusan parah. wah gila sihhh emang paling ampuhh menurutku. ngaruh banget di aku bruntusan perlahan menghilang ✅ nggk lengket ✅,2025-05-21 14:49:46
95,Novienda Ali,4.5,"Exfo toner ini salah satu yang lumayan harsh di kulit aku yang sensitif tapi ajaibnya justru hasil yang didapat cepat dan memuaskan, awal tahun lalu sempat breakout parah dan toner ini salah satu pahlawan penyelamatnya",2025-05-21 14:49:50
95,Des Joy,4.5,"Toner eksfoliasi pertama yg kupunya dan jatuh cinta. Ga perlu diragukan lg soal efektivitasnya mengangkat sel kulit mati, sekaligus melembabkan, dan menenangkan bakal jerawat atau jerawat yg ada. Ini udah botol kedua aku. Blm mau ganti yg lain untuk toner eksfoliasi krn udh cocok. Kandungannya ampuh tapi gentle dikulit sensitif dan kering kayak aku.",2025-05-21 14:49:50
95,Anyamanda Priccillia,5.0,Toner aha bha yang cocok dan mantul banget di muka aku pas di pake emang cekat cekit tapi its oke masih bisa di tahan trus muka aku jadi mulus abis pake ini pokoknya wajib di coba deh,2025-05-21 14:49:50
95,Chintya Dasbhara,4.8,"Pertama kali exfoliasi muka tuh pake produk ini! Awalnya takut kenapa2 tapi alhamdulillah cocok. Emang perubahannya nggak cepet, mungkin perubahan keliatan ketika udah sebulan pemakaian. Semakin sering pakai, cekat cekitnya ngga terlalu berasa. Di aku, produk ini buat jerawat cepet kering, dan ngebantu angkat sel kulit mati. Nyerahin juga walaupun nggak signifikan banget. Muka jadi lebih plump juga! Thank u Avoskin <3a",2025-05-21 14:49:51
95,Mutiara Syamsudin,4.0,kusuka bngt walaupun ada efek cekat cekit saran nya lngsung pake product buat hydrting si :)cvgfghhhhhhhhhjyfdddvvbnnjjiiuyyygfssssfgghuuuufdddfgghhhh,2025-05-21 14:49:51
95,Husnul Khotimah,4.8,walaupun pas dipake cekit2 dimuka tp alhamdulillah bruntusan ilang secara bertahap dan syukurnya cocok dimuka gw. teksturnya cair dan gampang meresap. repurchase: pastinya dooonkk,2025-05-21 14:49:51
96,Navila Natasyahrani,4.8,"bagus bangett produknya, termasuk exfoliating toner yang lumayan nampol, pas di pakenya juga enak walaupun pas awal awal agak cekat cekit, paginya juga langsung cerahan",2025-05-21 14:49:55
96,Andhita Media,4.5,Pertama pake ada sensai tingling tapi lama lama ga kok bagud banget buat yang bermasalah sama bruntusan dan kulit kusam aku pakenya seminggu 2x kalo rajin kalo lagi ga rajin seminggu sekali atau pada saat dibutuhkan,2025-05-21 14:49:55
96,Dinda Salsabila,4.5,"ini exfo toner kedua ku setelah cosrx karna kulit aku dry-sensitif, jadi pas dipake emang gatal dan agak perih sih (apalagi kalau habis mencetin jerawat/ atau jerawat yg meradang) tapi kalau udah dipake emang bener bener nampol sih ini! pakenya harus malem yahh, dan bangun pagi pagi muka langsung glowing dan ini menurut ku agak mahal",2025-05-21 14:49:55
96,Amalia Putri,4.3,"Dulu aku pake exfoliate merk sebelah yg dari korsel. Terus aku beralih ke avoskin karena kata orang orang yang ini lebih mantul. Dan karena memang dari merk sebelah emang uda kebal di muka, jadi aku ganti ke avoskin dan ini beneran bagus banget. Apalagi aku sempat stop skincare karena mau utbk ya wkwk (karena stress dan ga sempet) jadi kulitnya kusam dan berjerawat bekasnya keliatan banget, dan seiring berjalannya waktu muka aku uda mendingan banget",2025-05-21 14:49:55
96,Its Jelly,4.3,liat review orang-orang pake ini bagus banget tapi ngga di aku :( ga bikin breakout juga sih tp ya ga ngaruh apa-apa hiks sedih banget. Udah berekspektasi tinggi sama ini produk karna jujur pertama dipake ada efek cekit-cekitnya jadi ku pikir wah ni produk beneran mantep tapi ternyata tidak :( ditungguin sampe produknya abis pun ga ngaruh-ngaruh banget di muka huhu,2025-05-21 14:49:55
96,Aldila Puspa Kemala,4.8,"Bagus banget buat jerawat, gatau kenapa tiap pake ini jerawat langsung kempes. Aku pakenya setiap malam justru engga kenapa-kenapa karena kulit ku oily kali ya",2025-05-21 14:49:55
97,Nanda Sinta,5.0,bagus bangett pori2 jadi cukup samar dan komedo aku ga sebanyak duluu. dan ini lumayan awet dipake nyaa. tekturnya cair kayak air dan gampang meresap jd gaperlu nunggu lama buat apply skincare selanjutnya,2025-05-21 14:50:00
97,Filayati Alasharani,4.5,"Cocok banget buat kalian yang punya masalah bekas jerawat, komedo, zuzur habis pake ini muka jadi licinnnnnnn bettt. Dan tidak lupa pake toner hydrating juga ya❤️",2025-05-21 14:50:00
97,Lulu Syanastia,4.3,"kurang cocok sih di aku, 2 bulan pemakaian belum ada perubahan apa apa. dan ini tuh perih bgt di aku yaa emang sih exfoliating toner, tapi aku pernah pake produk lain ga sepedih ini. jadi ya mikir dulu kayaknya buat repurchase",2025-05-21 14:50:00
97,Ayu Handayani,4.5,"Eksfoliate??? Avoskin refining dong. 3hr setelah pemakaian muka jd ga kusam, flek mulai menghilang dan tekstur kulit juga jadi lebih halus. Terbaikkkk",2025-05-21 14:50:00
97,Sovia Ayu,4.8,"Wahhh seneng banget akhirnya nemu exfo toner yang cocok buat aku kulit kombinasi, tanpa breakout juga waktu pake, mana aku beli kecil tapi masi awett",2025-05-21 14:50:00
97,Viorent Tiary,4.3,"aku pake toner exfoliate ini malah breakout:( huhu entah karna aku salah pake atau gimana, tp untuk daerah hidung, pipi, dan dagu si overall ga timbul jerawat dan enak aja dipakenyaa. cuma di daerah jidat jd timbul jerawat sm bruntusan😢 karna aku pake ini cuma 2-3 kali seminggu untuk eksfoliasi jd worth to buy banget bisa habis sampe 3bulan kayanyaa🥰",2025-05-21 14:50:00
98,Amanda Ika,3.5,"Baru bertama beli, sekali pake besoknya wajah langsung terasa lebih mulus, halus dan lembab. Worth to buy sih, lumayan dapet promo juga manfaatnya beneran terasa.",2025-05-21 14:50:04
98,Nayla Syahira,4.8,this product r soo good aku beli cuz everybody’s tell this product r so good so i decide to buy this and bnr bgt exfoliate toner the best si di aku untuk yg have acje prone karna buat acne cpt mateng dan kering gt that’s why this product r so viral dan muka berasa alus dan cerah gt kl pakai di malam hari,2025-05-21 14:50:04
98,Nachadika Shania,4.0,"Awalnya beli ini untuk coba ngatasin milia, tapi belum ada improvement:( namun setelah pakai ini selama sebulan (dengan tidak terlalu rutin), aku ngerasa texture kulit jadi lebih smooth dan pori pori jadi lebih bersih! but not too significant. Mau coba pakai lebih rutin lagi siapatau dapet efek nya secara maksimal hihi",2025-05-21 14:50:05
98,Rachmany Afri,5.0,"pertama rada khawatir belinya, takut ga cocok. tapi aku disaranin temenku buat coba make avoskin tonner refining, soalnya mukanya yg banyak jerawat skrg jadi mulus. akhirnya aku coba beli, menurut aku bagus, pas aku pake malam hari itu sampe pagi masih lembab mukaku, ga bikin gatel, iritasi dll, nyaman dan aman pas make. recommended, baru pake awal awal jadi belum kelihatan bgt, tapi sudah mulai mendingan muka ku dari sebelumnya",2025-05-21 14:50:05
98,Oriana Reni,3.8,"Ini toner yang baru pertama kali aku coba yang katanya bagusumtuk exfloitasi kulit mati, setelah aku coba tekstur nya seperti toner pada umum nya tapi setelah diaplikasiin ke wajah ada rasa cekit cekit seperti tertusuk jarum sedikin kemudian hilang, tapi sebelum nya aku sudah liat review nya yang katanya itu adalah hal normal yang berarti tonernya sedang bekerja di wajah kita,, 🧖🏻‍♀️🧖🏻‍♀️",2025-05-21 14:50:05
98,Dessy Saidah,4.0,exfoliating toner yg terngaruh di aku. udah botol ke 3. bisa bantu ngilangin jerawat dan juga bekasnya. meskipun abis pake ini kulit jadi agak kering keset gitu tp efeknya tetep bagus,2025-05-21 14:50:05
99,Yustin Nurhidayat,5.0,exfo toner kedua aku setelah cosrx. awalnya aku ragu karna kandungannya lebih tinggi dari exfo tonerku sebelumnya. tapi wow ternyata dia gak bikin reaksi negatif di kulit aku dan dengan pemakaian rutin bener2 dia bisa bikin glowing dan ngurangin komedo,2025-05-21 14:50:09
99,Risty Putri,4.8,"Bagus banget toner iniii, satu2nya toner aha bha/exfo yang gabikin mukakku purging dulu aku biasa pake malem paginya bener2 mulus banget mukakku🥺 bakal repurchase lagi kalo ada rejekiiii",2025-05-21 14:50:09
99,Orin Inggriani,5.0,"avoskin miraculous refining toner ini exfoliating toner tercocok. kulit jadi lebih sehat, plumpy, and glowy naturally. white comedo juga jadi lebih gampang dibersihin.",2025-05-21 14:50:09
99,Aeysha Theona,4.3,"Did it's job well, cuman emang kayaknya terlalu harsh buat kulitku, padahal i'm very used to aha/bha dan actives lainnya. Plus susah banget buat nyocokin sama skincare lainnya, jadi kalo mau pake ini, yang lain harus diperhatiin banget.",2025-05-21 14:50:09
99,Nadya Citra,5.0,dari dulu sampe skrng setia pake toner exfo dari avoskin. karna buagussssssssssssss puoooooooollllllllllllllll. worth the price. kusuka dan akan kubeli lagi dan lagi,2025-05-21 14:50:09
99,Syevana Imania,4.5,"my first exfoliator product! setelah pake ini kerasa banget muluss, lebih fresh dan kotoran dimuka berasa ilang banget! sejauh ini yang aku rasain selain itu juga bikin pori pori mengecil, meratakan tekstur wajah, dan bikin kulitku gaterlalu berminyak. pemakaian awal aku ngerasa cekat cekit sedikit karna ini eksfoliasi pertamaku, dan aku biasa pake ini 2-3x seminggu ajaa. superrrr sukaa sama hasilnyaa",2025-05-21 14:50:09
100,Etika Umaya,5.0,"Avoskin miraculous refining toner ini adalah exfo toner pertama aku 🤗 aku tertarik untuk coba karena banyak banget review yang berkeliaran di timeline aku dan honest review beberapa beauty influence. Awal mau coba itu agak ragu soalnya presentase aha nya lumayan tinggi untuk aku yang baru coba exfoliasi hehe. First imperssion pake avoskin MRT sedikit cekat cekit di muka aku, tapi rasa itu bisa tergantikan ketika Bagun tidur di pagi hari. Muka halus pol di bagian hidung aku yang sering berkomedo😭 apalagi kalo di kombinasikan bareng avoskin phte aduhay mantulity banget. Jadi wajar banget si avoskin MRT ini masuk ke dalam predikat holy grail sejuta umat. Untuk segi packaging juga simple dari botol plastik berwarna coklat yang travel friendly. Untuk ukuran 100ml aku bisa menggunakannya lebih dari 3 bulan karena penggunaanya hanya bisa di pakai 2x dalam seminggu. Kalo di tanya bakal repurchase atau tidak? Yas so pasti i will purchase it! Because this is my Loly grail✨",2025-05-21 14:50:14
100,Ra Ray,4.5,Membantu bgt untuk muka ku yg neruntusan kecil2 ken ga cocok pakai skincare lain. Awaknya coba yg kecil tp termyata cocok jd beli ukuran 100ml nya deh. Seneng bgt bisa coba produk ini,2025-05-21 14:50:14
100,Vanessa Fitri,4.3,Ini exfo toner ketiga yang pernah aku coba dan menurutku ngefek banget sih buat exfoliasi tapi aku kurang sukanya waktu di aplikasikan ke wajah agak cekat-cekit gitu tapi setelah ditimpa moisturizer gak kerasa lagi. Menurutku ini lumayan ngefek sih yang penting rutin (kalo aku pake seminggu 2 kali) dan sesuai aturan.,2025-05-21 14:50:14
100,Andi Citta,3.5,Di rekomendasikan banyak orang. Toner exfo yang bagus banget untuk jerawat dan bekas jerawat. Untuk pemula pakenya seminggu sekali dulu terus pakenya dikit aja. Nanti kalau kulit udh terbiasa baru deh d tingkatkan intensistas pemakaiannya,2025-05-21 14:50:14
100,Shafa Lathifa,5.0,"Exfo toner ter mantulity yg pernah aku coba, setiap bruntusan atau jerawat hormonal pake ini besoknya cling hilang dan bikin wajah cerah pokonya cinta",2025-05-21 14:50:14
